From Date,Dummy,CO,NO2,Ozone,PM10,PM2.5,SO2,AQI
2017-12-18,1,1.19,89.3,23.8,275.75,163.08,55.34,275.75
2017-12-19,1,2.33,96.02,14.02,448.96,276.58,57.66,448.96
2017-12-20,1,2.74,91.44,25.78,602.38,333.12,42.27,602.38
2017-12-21,1,5.2,79.07,23.34,361.54,192.0,43.04,361.54
2017-12-22,1,0.75,66.75,26.02,238.08,147.75,43.95,238.08
2017-12-23,1,3.05,73.84,27.22,325.08,210.21,33.88,325.08
2017-12-24,1,2.08,78.44,25.46,508.0,316.83,31.18,508.0
2017-12-25,1,2.41,73.46,26.4,385.46,222.29,40.05,385.46
2017-12-26,1,2.87,77.48,21.01,365.38,207.17,40.18,365.38
2017-12-27,1,3.59,86.72,22.7,473.79,290.0,40.45,473.79
2017-12-28,1,2.49,93.42,35.62,455.17,263.75,52.96,455.17
2017-12-29,1,2.01,92.53,32.72,471.46,273.0,33.24,471.46
2017-12-30,1,3.32,72.2,24.54,485.5,267.5,19.24,485.5
2017-12-31,1,3.19,99.61,20.41,535.04,371.21,23.39,535.04
2018-01-01,1,2.64,82.47,20.08,562.67,335.75,18.45,562.67
2018-02-01,1,2.28,72.63,22.04,401.12,282.54,23.85,401.12
2018-03-01,1,2.1,89.36,20.47,328.75,186.79,15.43,328.75
2018-04-01,1,2.21,76.9,14.73,399.42,241.33,16.53,399.42
2018-05-01,1,2.76,71.96,28.99,373.46,225.5,14.35,373.46
2018-06-01,1,2.01,76.53,33.09,357.04,206.46,24.58,357.04
2018-07-01,1,1.44,80.5,32.43,274.96,159.08,37.08,274.96
2018-08-01,1,2.41,83.58,34.17,391.46,224.54,38.61,391.46
2018-09-01,1,1.53,84.52,37.43,337.92,192.58,52.59,337.92
2018-10-01,1,1.22,72.24,37.07,288.67,171.62,53.27,288.67
2018-11-01,1,1.31,97.2,31.18,284.08,158.12,64.69,284.08
2018-12-01,1,3.11,95.95,30.3,431.5,232.5,34.92,431.5
2018-01-13,1,2.16,90.24,34.34,347.54,183.83,43.42,347.54
2018-01-14,1,2.42,85.92,29.91,414.04,217.88,46.93,414.04
2018-01-15,1,1.06,68.41,50.63,258.38,138.71,45.21,258.38
2018-01-16,1,2.26,86.21,20.8,481.92,287.12,24.76,481.92
2018-01-17,1,2.8,70.44,15.07,408.33,267.5,26.0,408.33
2018-01-18,1,2.35,93.02,37.48,534.33,300.67,33.86,534.33
2018-01-19,1,1.88,83.9,11.56,417.73,220.92,42.15,417.73
2018-01-20,1,0.63,50.58,67.31,162.29,84.86,31.7,162.29
2018-01-21,1,2.62,86.34,25.64,479.04,282.08,38.17,479.04
2018-01-22,1,3.03,106.92,25.72,381.21,203.03,15.27,381.21
2018-01-23,1,2.22,65.87,34.63,227.0,137.19,12.81,227.0
2018-03-02,1,2.11,24.5,5.3,231.71,132.21,29.97,231.71
2018-04-02,1,2.49,43.34,55.01,239.42,163.36,26.7,239.42
2018-05-02,1,2.63,109.11,49.76,297.12,175.12,39.5,297.12
2018-06-02,1,1.88,85.39,51.52,239.79,124.46,34.91,239.79
2018-07-02,1,3.55,114.72,25.71,325.32,178.0,23.06,325.32
2018-08-02,1,0.21,151.45,45.07,393.87,264.38,15.68,393.87
2018-09-02,1,2.75,118.84,38.95,369.25,230.79,18.49,369.25
2018-10-02,1,2.28,94.14,34.07,436.21,234.54,16.81,436.21
2018-11-02,1,0.51,48.65,44.28,181.21,81.71,14.22,181.21
2018-12-02,1,0.62,56.98,34.5,153.0,92.12,8.49,153.0
2018-02-13,1,0.42,49.34,51.47,176.88,90.46,12.07,176.88
2018-02-14,1,0.46,48.72,61.05,189.79,91.0,16.08,189.79
2018-02-15,1,0.8,63.34,49.86,222.25,134.96,22.55,222.25
2018-02-16,1,1.2,77.42,47.1,237.17,130.88,35.09,237.17
2018-02-17,1,1.48,77.09,48.29,245.0,144.04,28.54,245.0
2018-02-18,1,2.32,83.57,40.02,285.21,148.38,24.73,285.21
2018-02-19,1,2.09,99.93,48.33,329.96,197.52,26.57,329.96
2018-02-20,1,3.57,85.85,36.63,372.08,178.83,25.46,372.08
2018-02-21,1,3.1,93.67,35.56,369.04,182.25,32.05,369.04
2018-02-22,1,3.1,117.94,17.02,358.42,161.42,27.41,358.42
2018-02-23,1,2.26,96.06,35.08,383.58,187.67,24.77,383.58
2018-02-24,1,1.4,79.48,14.93,263.92,126.25,21.49,263.92
2018-02-25,1,0.55,39.14,26.09,207.12,83.79,10.82,207.12
2018-02-26,1,0.54,58.55,38.78,161.04,74.46,6.77,161.04
2018-02-27,1,2.01,82.39,43.84,270.71,149.67,25.52,270.71
2018-02-28,1,1.68,98.76,40.65,269.5,125.12,30.64,269.5
2018-01-03,1,1.15,91.79,6.87,270.0,138.88,13.81,270.0
2018-02-03,1,1.54,80.72,41.19,208.21,117.17,19.61,208.21
2018-03-03,1,1.18,74.58,39.76,199.12,80.29,24.57,199.12
2018-04-03,1,1.28,72.2,42.72,191.38,92.22,21.72,191.38
2018-05-03,1,1.05,71.34,44.68,183.96,81.26,27.42,183.96
2018-06-03,1,1.07,82.91,45.86,179.71,97.87,21.02,179.71
2018-07-03,1,0.36,97.74,55.69,224.12,112.5,14.22,224.12
2018-08-03,1,0.72,84.33,50.11,298.83,150.83,32.55,298.83
2018-09-03,1,1.26,78.81,46.3,177.96,86.68,30.4,177.96
2018-10-03,1,1.01,66.0,57.23,167.17,92.21,32.15,167.17
2018-11-03,1,1.8,81.5,52.59,237.5,131.95,28.65,237.5
2018-12-03,1,1.51,81.3,58.78,223.58,121.41,37.08,223.58
2018-03-13,1,2.38,82.63,40.08,330.5,115.74,29.52,330.5
2018-03-14,1,1.84,84.0,28.69,352.33,114.96,31.01,352.33
2018-03-15,1,1.24,78.77,47.12,252.33,98.29,32.28,252.33
2018-03-16,1,1.26,70.63,29.6,220.24,107.22,33.24,220.24
2018-03-17,1,0.56,27.99,127.02,118.12,53.0,24.08,127.02
2018-03-18,1,1.1,81.26,51.68,187.92,86.96,33.07,187.92
2018-03-19,1,1.63,77.04,61.52,214.88,95.74,30.11,214.88
2018-03-20,1,1.92,95.71,45.1,312.38,135.67,58.73,312.38
2018-03-21,1,0.88,52.69,60.61,153.42,75.21,44.94,153.42
2018-03-22,1,0.71,43.42,69.08,140.25,67.0,30.68,140.25
2018-03-23,1,1.0,59.33,63.06,184.79,88.22,38.18,184.79
2018-03-24,1,0.91,49.67,79.21,186.92,99.09,38.05,186.92
2018-03-25,1,0.98,62.66,73.31,188.0,98.52,37.6,188.0
2018-03-26,1,1.51,85.22,54.66,231.96,113.77,51.55,231.96
2018-03-27,1,2.35,81.07,40.49,268.17,110.59,38.94,268.17
2018-03-28,1,0.87,58.24,70.89,205.62,88.61,38.87,205.62
2018-03-29,1,1.36,76.43,64.74,235.96,104.13,31.14,235.96
2018-03-30,1,1.7,89.54,66.39,284.0,103.42,32.14,284.0
2018-03-31,1,1.19,79.83,84.34,180.78,68.7,18.84,180.78
2018-01-04,1,1.35,101.89,70.17,193.0,79.22,18.66,193.0
2018-02-04,1,1.39,106.62,68.97,223.21,89.71,20.52,223.21
2018-03-04,1,1.18,86.56,47.22,220.29,93.13,21.56,220.29
2018-04-04,1,2.94,113.11,54.36,370.29,174.21,38.29,370.29
2018-05-04,1,1.44,97.28,45.12,244.21,102.46,38.46,244.21
2018-06-04,1,0.75,51.36,67.83,107.13,63.0,11.1,107.13
2018-07-04,1,0.86,56.61,72.82,131.83,53.91,14.29,131.83
2018-08-04,1,0.84,54.75,54.45,123.62,51.67,15.46,123.62
2018-09-04,1,1.74,73.68,64.88,272.1,110.05,27.9,272.1
2018-10-04,1,0.78,79.57,33.71,213.0,67.68,14.46,213.0
2018-04-13,1,0.22,36.53,15.22,132.5,57.5,6.38,132.5
2018-04-14,1,0.11,174.43,22.44,261.29,113.42,41.18,261.29
2018-04-15,1,0.44,115.77,18.72,368.08,125.0,49.62,368.08
2018-04-16,1,0.42,79.62,17.92,268.08,76.04,26.01,268.08
2018-04-17,1,0.25,55.56,11.24,291.38,83.71,21.78,291.38
2018-04-18,1,2.57,81.84,46.52,281.42,111.75,27.16,281.42
2018-04-19,1,1.63,81.23,36.57,335.38,111.42,14.45,335.38
2018-04-20,1,1.5,44.82,61.58,551.1,193.04,16.31,551.1
2018-04-21,1,1.09,53.83,72.25,247.96,88.75,29.72,247.96
2018-04-22,1,1.63,62.93,71.67,242.79,98.21,19.27,242.79
2018-04-23,1,1.85,85.9,60.4,268.47,137.4,28.28,268.47
2018-04-24,1,2.24,95.81,48.62,276.62,126.29,23.97,276.62
2018-04-25,1,2.81,102.94,42.57,380.79,158.62,33.98,380.79
2018-04-26,1,2.34,99.81,56.55,360.54,159.71,31.27,360.54
2018-04-27,1,1.45,57.28,88.28,322.0,104.46,17.34,322.0
2018-04-28,1,1.73,64.21,67.42,257.17,106.88,26.35,257.17
2018-04-29,1,1.77,68.85,59.58,201.46,81.5,15.87,201.46
2018-04-30,1,1.01,48.63,86.83,182.46,61.21,22.0,182.46
2018-01-05,1,1.27,51.1,86.45,173.79,57.18,7.33,173.79
2018-02-05,1,1.38,52.65,46.78,164.48,55.22,13.93,164.48
2018-03-05,1,1.46,39.39,82.34,114.17,58.0,15.63,114.17
2018-04-05,1,2.01,66.79,63.91,167.83,75.79,17.24,167.83
2018-05-05,1,2.84,94.04,45.95,299.04,131.38,20.67,299.04
2018-06-05,1,2.01,76.57,54.58,220.67,101.92,20.67,220.67
2018-07-05,1,1.85,53.76,76.8,209.7,103.05,10.47,209.7
2018-08-05,1,2.01,89.66,46.1,175.79,73.39,13.36,175.79
2018-09-05,1,1.15,68.24,57.45,175.25,105.29,10.74,175.25
2018-10-05,1,1.48,108.62,57.0,256.79,149.12,22.71,256.79
2018-11-05,1,2.84,130.41,66.2,333.33,173.38,23.18,333.33
2018-12-05,1,2.82,59.36,85.08,221.46,125.67,4.1,221.46
2018-05-13,1,1.12,36.63,86.37,114.75,54.32,8.56,114.75
2018-05-14,1,0.91,56.98,78.15,141.42,64.21,20.54,141.42
2018-05-15,1,1.11,76.07,60.0,220.08,89.0,18.48,220.08
2018-05-16,1,0.63,73.74,36.25,240.58,110.25,18.67,240.58
2018-05-17,1,1.13,81.81,59.63,218.12,107.74,33.24,218.12
2018-05-18,1,1.86,86.47,44.94,261.17,116.33,28.69,261.17
2018-05-19,1,0.86,63.69,63.41,170.08,93.38,26.76,170.08
2018-05-20,1,1.31,85.74,62.54,206.79,99.67,34.63,206.79
2018-05-21,1,1.19,97.02,59.42,200.29,108.0,37.01,200.29
2018-05-22,1,2.32,126.22,33.74,311.29,163.08,46.73,311.29
2018-05-23,1,1.88,119.43,43.04,249.75,122.96,39.72,249.75
2018-05-24,1,2.2,105.25,53.93,238.42,105.58,32.58,238.42
2018-05-25,1,1.67,94.56,55.51,211.29,110.71,41.56,211.29
2018-05-26,1,3.18,111.61,12.45,328.59,123.37,35.45,328.59
2018-05-27,1,0.97,66.3,123.71,219.75,126.5,32.11,219.75
2018-05-28,1,2.27,92.16,61.81,285.88,135.17,31.47,285.88
2018-05-29,1,0.94,56.71,79.07,283.33,86.12,25.54,283.33
2018-05-30,1,0.92,71.01,66.8,202.12,80.12,22.87,202.12
2018-05-31,1,0.95,71.94,63.84,205.17,81.29,28.07,205.17
2018-01-06,1,0.7,49.47,84.42,150.05,126.43,26.45,150.05
2018-02-06,1,0.77,40.36,101.97,130.41,152.06,23.0,152.06
2018-03-06,1,0.84,50.59,73.98,159.54,84.06,20.43,159.54
2018-04-06,1,0.8,44.24,73.32,157.79,89.87,20.43,157.79
2018-05-06,1,0.91,58.53,59.55,221.73,81.41,21.19,221.73
2018-06-06,1,0.22,66.45,10.02,154.92,70.71,8.91,154.92
2018-07-06,1,0.97,53.63,62.65,204.75,82.17,19.96,204.75
2018-08-06,1,0.71,35.06,51.94,151.12,61.42,16.07,151.12
2018-09-06,1,1.02,60.34,62.84,122.22,61.52,21.03,122.22
2018-10-06,1,1.01,66.02,31.01,205.92,65.71,13.44,205.92
2018-11-06,1,0.67,61.27,27.38,388.87,90.17,18.18,388.87
2018-12-06,1,0.58,36.87,17.46,243.23,159.7,18.6,243.23
2018-06-13,1,0.51,25.06,18.54,701.0,116.71,20.2,701.0
2018-06-14,1,0.59,25.28,21.03,488.71,117.25,18.48,488.71
2018-06-15,1,0.8,28.37,20.14,458.08,88.35,20.83,458.08
2018-06-16,1,0.71,32.21,26.36,354.83,95.09,19.15,354.83
2018-06-17,1,0.61,44.46,26.67,182.35,62.33,16.31,182.35
2018-06-18,1,0.52,41.87,43.32,143.96,53.33,20.92,143.96
2018-06-19,1,0.45,75.37,30.21,222.33,65.57,17.42,222.33
2018-06-20,1,0.88,81.16,33.66,235.38,59.73,22.58,235.38
2018-06-21,1,0.76,89.33,52.07,251.5,73.38,20.87,251.5
2018-06-22,1,0.47,112.59,30.82,256.08,80.35,27.44,256.08
2018-06-23,1,1.0,109.36,41.91,208.46,66.24,27.17,208.46
2018-06-24,1,0.9,96.75,34.75,207.11,45.78,22.25,207.11
2018-06-25,1,0.54,65.85,26.18,24.77,5.82,19.84,65.85
2018-06-27,1,0.89,64.45,21.76,57.99,33.24,15.84,64.45
2018-06-28,1,0.74,57.43,19.74,71.95,39.22,15.4,71.95
2018-06-29,1,0.84,68.83,20.54,80.3,50.18,16.43,80.3
2018-06-30,1,1.13,64.83,21.88,102.69,45.53,15.17,102.69
2018-01-07,1,0.54,36.75,25.85,96.38,31.77,15.67,96.38
2018-02-07,1,0.78,57.94,28.8,92.7,43.56,17.48,92.7
2018-03-07,1,0.78,56.88,26.17,121.31,46.07,16.83,121.31
2018-04-07,1,0.86,79.58,24.66,166.31,51.55,15.26,166.31
2018-05-07,1,0.97,100.48,21.22,182.92,53.38,16.81,182.92
2018-06-07,1,0.91,56.32,36.74,166.72,64.59,17.6,166.72
2018-07-07,1,1.13,95.86,43.23,181.68,66.24,15.99,181.68
2018-08-07,1,1.0,75.66,45.48,186.21,78.29,16.95,186.21
2018-09-07,1,0.73,47.16,32.86,127.08,54.12,16.05,127.08
2018-10-07,1,0.87,36.42,26.78,117.62,44.88,14.69,117.62
2018-12-07,1,0.74,35.43,24.31,86.38,35.0,14.87,86.38
2018-07-13,1,0.97,44.35,12.08,75.62,37.38,15.26,75.62
2018-07-14,1,0.72,31.56,17.13,55.68,32.26,15.47,55.68
2018-07-15,1,0.86,37.42,15.01,66.35,40.69,16.68,66.35
2018-07-16,1,1.37,39.87,13.95,73.93,39.7,16.64,73.93
2018-07-17,1,0.79,46.57,14.0,96.58,41.75,15.45,96.58
2018-07-18,1,0.69,36.71,16.54,84.97,42.56,16.09,84.97
2018-07-19,1,0.82,42.26,13.15,67.78,52.27,15.0,67.78
2018-07-20,1,1.2,57.03,22.93,118.65,64.98,16.99,118.65
2018-07-21,1,0.8,38.85,16.89,36.21,26.66,15.04,38.85
2018-07-22,1,0.98,55.98,15.75,59.67,37.75,15.75,59.67
2018-07-25,1,0.72,7.09,13.6,58.76,36.34,17.47,58.76
2018-07-26,1,1.05,25.46,13.65,29.07,42.38,14.74,42.38
2018-07-27,1,1.07,6.6,17.93,59.85,37.39,15.28,59.85
2018-07-28,1,0.92,4.73,23.57,86.06,42.55,14.62,86.06
2018-07-29,1,0.76,4.52,25.69,115.83,45.22,14.76,115.83
2018-07-30,1,1.03,5.89,21.52,153.25,52.7,15.77,153.25
2018-07-31,1,0.76,9.5,26.38,173.19,54.54,16.1,173.19
2018-01-08,1,0.99,18.69,21.42,263.55,81.03,16.26,263.55
2018-02-08,1,0.7,20.11,20.25,261.95,79.32,14.83,261.95
2018-03-08,1,0.77,31.28,22.22,281.95,72.15,16.04,281.95
2018-04-08,1,0.87,23.91,17.33,283.91,72.81,14.33,283.91
2018-05-08,1,0.92,8.68,15.13,159.49,65.71,14.58,159.49
2018-06-08,1,1.06,10.64,23.38,131.35,58.16,14.68,131.35
2018-07-08,1,1.11,10.64,19.23,76.58,41.27,14.99,76.58
2018-08-08,1,1.32,13.65,29.08,104.49,45.28,16.71,104.49
2018-09-08,1,1.31,16.12,29.42,99.41,44.82,15.96,99.41
2018-10-08,1,1.68,11.38,24.16,104.8,47.63,13.22,104.8
2018-11-08,1,1.07,10.54,22.64,77.52,29.84,16.06,77.52
2018-12-08,1,1.13,50.6,23.77,93.14,32.84,14.89,93.14
2018-08-13,1,1.19,68.74,34.27,119.3,49.58,15.03,119.3
2018-08-14,1,1.83,56.87,32.5,133.82,51.7,15.46,133.82
2018-08-15,1,1.07,51.01,30.43,79.56,39.1,15.77,79.56
2018-08-16,1,1.18,37.85,28.18,91.77,43.83,14.45,91.77
2018-08-17,1,0.75,17.88,27.66,79.13,35.73,13.74,79.13
2018-08-18,1,1.09,29.24,22.65,93.66,46.2,14.85,93.66
2018-08-19,1,1.25,23.98,41.1,132.41,80.64,14.28,132.41
2018-08-20,1,0.64,16.5,29.11,75.93,37.68,13.36,75.93
2018-08-21,1,0.83,17.59,26.16,77.28,33.96,15.94,77.28
2018-08-22,1,0.77,14.52,18.23,65.01,32.84,15.02,65.01
2018-08-23,1,0.58,13.96,19.14,86.02,30.16,14.62,86.02
2018-08-24,1,0.77,13.63,20.82,96.64,27.88,16.3,96.64
2018-08-25,1,0.57,8.42,25.6,91.39,30.09,16.15,91.39
2018-08-26,1,0.82,16.86,19.18,71.67,35.56,16.38,71.67
2018-08-28,1,0.84,13.11,9.63,60.17,37.81,16.93,60.17
2018-08-29,1,0.98,7.58,22.84,71.81,42.75,15.83,71.81
2018-08-30,1,0.9,10.27,17.6,153.47,57.95,17.17,153.47
2018-08-31,1,1.06,15.19,12.2,133.59,55.02,16.49,133.59
2018-01-09,1,1.38,13.42,31.81,105.78,55.85,16.65,105.78
2018-02-09,1,1.02,16.01,14.81,80.51,54.54,16.14,80.51
2018-03-09,1,1.4,15.86,27.07,94.64,64.74,17.0,94.64
2018-04-09,1,0.77,11.2,17.9,83.69,44.08,16.38,83.69
2018-05-09,1,1.07,11.21,25.83,158.06,53.15,16.96,158.06
2018-06-09,1,1.04,17.49,26.49,76.61,45.38,16.46,76.61
2018-07-09,1,1.04,13.64,14.83,92.67,51.38,16.25,92.67
2018-08-09,1,0.73,7.82,21.77,50.68,39.12,16.9,50.68
2018-09-09,1,0.63,7.09,24.62,61.97,35.83,16.91,61.97
2018-10-09,1,0.66,7.76,20.99,75.68,33.64,17.06,75.68
2018-11-09,1,0.73,10.27,17.68,136.47,33.65,16.48,136.47
2018-12-09,1,0.58,8.68,19.03,148.71,34.58,17.07,148.71
2018-09-13,1,0.67,10.19,21.1,128.08,38.98,17.36,128.08
2018-09-14,1,1.19,13.94,23.22,130.0,43.96,17.3,130.0
2018-09-15,1,0.99,21.3,20.88,145.44,52.12,18.73,145.44
2018-09-16,1,0.47,8.75,37.36,177.42,55.78,16.26,177.42
2018-09-17,1,0.74,10.57,38.11,205.23,61.35,16.63,205.23
2018-09-18,1,0.89,14.92,45.58,212.79,65.53,17.11,212.79
2018-09-19,1,1.18,33.38,52.33,202.09,74.27,16.31,202.09
2018-09-20,1,1.43,43.74,27.8,155.0,67.82,17.82,155.0
2018-09-21,1,0.77,27.76,18.15,52.14,23.85,18.27,52.14
2018-09-22,1,0.73,22.98,26.63,64.17,34.46,16.05,64.17
2018-09-23,1,0.75,61.91,15.99,44.06,25.49,16.53,61.91
2018-09-24,1,0.65,47.57,24.6,35.0,24.89,16.28,47.57
2018-09-25,1,0.89,49.55,30.15,91.8,38.65,16.45,91.8
2018-09-26,1,1.1,58.69,38.93,169.41,76.52,16.82,169.41
2018-09-27,1,2.2,60.39,36.04,200.03,92.75,18.97,200.03
2018-09-28,1,3.07,70.11,36.89,230.44,96.11,16.24,230.44
2018-09-29,1,1.21,67.22,41.18,175.0,73.73,16.03,175.0
2018-09-30,1,1.45,74.51,44.37,182.85,75.24,16.67,182.85
2018-01-10,1,1.99,72.27,37.07,220.29,99.91,16.14,220.29
2018-02-10,1,1.3,84.9,21.45,161.74,55.47,17.68,161.74
2018-03-10,1,1.88,79.42,5.27,215.51,97.8,15.57,215.51
2018-04-10,1,2.08,122.39,49.87,281.64,128.05,16.98,281.64
2018-05-10,1,1.78,86.92,37.55,234.69,102.59,17.28,234.69
2018-06-10,1,1.98,83.2,45.75,260.8,96.09,18.92,260.8
2018-07-10,1,2.19,92.43,48.84,313.34,135.3,19.83,313.34
2018-08-10,1,2.17,102.42,60.58,310.68,131.39,21.35,310.68
2018-09-10,1,2.33,72.24,41.8,260.16,115.65,21.94,260.16
2018-10-10,1,1.32,72.27,39.43,230.06,85.21,17.79,230.06
2018-11-10,1,1.11,71.99,38.09,167.81,69.6,22.81,167.81
2018-12-10,1,1.82,71.75,47.64,335.18,128.96,21.49,335.18
2018-10-14,1,1.79,73.58,49.11,319.65,121.98,20.56,319.65
2018-10-15,1,2.77,76.56,61.55,318.44,139.47,19.24,318.44
2018-10-16,1,2.09,71.84,45.92,334.34,148.21,17.79,334.34
2018-10-17,1,2.91,61.26,32.82,328.28,137.23,17.44,328.28
2018-10-18,1,2.09,87.88,38.06,306.06,128.54,18.92,306.06
2018-10-19,1,1.71,110.54,47.11,336.3,191.03,20.84,336.3
2018-10-20,1,3.18,126.16,41.61,301.5,147.57,21.57,301.5
2018-10-21,1,0.85,104.19,41.26,301.95,135.8,20.53,301.95
2018-10-22,1,1.87,109.86,40.99,309.22,115.54,19.1,309.22
2018-10-23,1,2.9,116.53,48.72,375.24,175.07,13.45,375.24
2018-10-24,1,3.36,122.76,38.32,409.71,193.42,15.24,409.71
2018-10-25,1,3.44,86.21,28.9,401.14,192.05,13.57,401.14
2018-10-26,1,3.26,55.69,37.25,377.3,188.41,10.22,377.3
2018-10-27,1,2.7,42.62,44.88,411.97,237.62,9.31,411.97
2018-10-28,1,1.62,51.36,36.52,454.65,290.68,8.89,454.65
2018-10-29,1,2.75,56.05,33.37,489.74,274.77,7.96,489.74
2018-10-30,1,2.87,47.66,39.75,409.81,213.21,7.13,409.81
2018-10-31,1,3.04,52.72,35.78,435.52,245.21,6.49,435.52
2018-01-11,1,2.92,53.47,37.03,411.07,228.11,6.44,411.07
2018-02-11,1,1.9,53.21,20.82,342.81,189.66,6.4,342.81
2018-03-11,1,0.64,54.22,13.4,157.51,82.65,6.03,157.51
2018-04-11,1,1.37,71.76,27.4,475.38,349.15,5.99,475.38
2018-05-11,1,1.06,67.72,42.58,341.82,205.45,4.77,341.82
2018-06-11,1,0.88,56.5,50.86,271.13,136.95,4.67,271.13
2018-07-11,1,2.27,64.34,23.66,522.4,420.66,18.77,522.4
2018-08-11,1,2.73,66.96,41.4,453.83,359.83,8.77,453.83
2018-09-11,1,2.67,69.62,32.29,474.03,283.26,7.57,474.03
2018-10-11,1,2.91,98.03,72.35,449.56,281.32,6.07,449.56
2018-11-11,1,3.1,132.74,65.31,450.15,254.07,7.5,450.15
2018-12-11,1,2.26,151.12,54.4,476.88,286.06,6.64,476.88
2018-11-13,1,1.72,94.84,41.61,259.89,157.12,5.24,259.89
2018-11-14,1,1.93,85.44,33.36,192.4,104.9,4.99,192.4
2018-11-15,1,1.28,81.33,43.22,261.06,157.85,4.22,261.06
2018-11-16,1,1.13,98.65,36.02,224.28,117.05,4.68,224.28
2018-11-17,1,2.06,93.07,37.66,268.98,149.65,5.91,268.98
2018-11-18,1,1.81,103.73,38.16,311.85,177.86,5.02,311.85
2018-11-19,1,1.81,110.23,35.71,345.6,201.99,5.73,345.6
2018-11-20,1,1.73,121.18,38.51,393.92,244.43,5.7,393.92
2018-11-21,1,1.7,126.82,28.1,289.47,130.67,7.68,289.47
2018-11-22,1,2.48,126.01,35.32,341.0,179.45,7.27,341.0
2018-11-23,1,0.95,84.09,26.46,268.34,114.65,5.71,268.34
2018-11-24,1,1.17,101.51,23.56,227.6,105.76,7.21,227.6
2018-11-25,1,1.95,119.57,30.45,349.89,189.86,10.72,349.89
2018-11-26,1,1.3,98.13,30.87,372.82,209.31,7.82,372.82
2018-11-27,1,2.41,92.64,26.58,337.5,180.6,6.14,337.5
2018-11-28,1,2.92,102.46,27.58,378.77,201.07,8.27,378.77
2018-11-29,1,1.6,108.96,25.38,334.19,188.26,4.97,334.19
2018-11-30,1,1.69,104.5,24.34,321.0,158.91,5.49,321.0
2018-01-12,1,2.82,91.47,27.06,313.55,173.3,7.23,313.55
2018-02-12,1,2.73,108.73,27.56,400.68,203.39,6.7,400.68
2018-03-12,1,3.22,117.44,27.66,437.75,241.75,6.43,437.75
2018-04-12,1,0.76,104.7,23.71,358.2,183.74,4.38,358.2
2018-05-12,1,0.87,113.62,27.04,440.68,254.17,6.54,440.68
2018-06-12,1,2.75,98.02,23.59,388.98,220.25,5.75,388.98
2018-07-12,1,2.77,99.73,24.07,387.04,224.82,5.53,387.04
2018-08-12,1,3.45,111.54,26.0,439.04,321.34,6.91,439.04
2018-09-12,1,3.4,103.32,27.19,552.17,213.32,6.7,552.17
2018-10-12,1,2.05,99.42,32.15,518.38,328.2,8.59,518.38
2018-11-12,1,3.04,86.59,42.24,378.44,255.5,12.89,378.44
2018-12-12,1,2.08,70.9,35.83,200.25,108.82,14.69,200.25
2018-12-13,1,1.53,76.13,35.61,244.91,133.63,14.44,244.91
2018-12-14,1,1.39,77.97,34.49,233.47,133.9,14.4,233.47
2018-12-15,1,2.65,80.79,35.55,236.92,141.46,16.1,236.92
2018-12-16,1,0.86,92.06,37.01,351.77,208.34,16.6,351.77
2018-12-17,1,2.95,102.44,99.61,412.43,231.82,25.68,412.43
2018-12-18,1,1.54,101.98,77.56,304.16,181.25,22.34,304.16
2018-12-19,1,2.8,97.74,109.21,435.83,241.6,21.82,435.83
2018-12-20,1,2.7,100.33,101.35,406.94,258.83,19.41,406.94
2018-12-21,1,3.35,128.88,110.53,484.9,339.45,21.53,484.9
2018-12-22,1,3.67,94.19,146.41,583.79,415.74,19.97,583.79
2018-12-23,1,2.32,94.27,127.33,586.24,473.46,20.67,586.24
2018-12-24,1,2.97,87.78,102.5,485.42,335.14,17.76,485.42
2018-12-25,1,0.97,92.99,66.41,320.16,219.7,18.39,320.16
