From Date,Dummy,CO,NO2,Ozone,PM10,PM2.5,SO2,AQI
2015-03-04,1,0.43,29.94,67.24,54.84,41.79,12.84,67.24
2015-04-04,1,6.17,54.56,23.91,112.65,71.03,21.14,112.65
2015-08-04,1,0.3,16.4,147.99,167.52,25.21,13.01,167.52
2015-09-04,1,2.03,62.37,67.27,196.2,91.29,16.76,196.2
2015-10-04,1,3.97,66.83,66.53,239.6,121.09,18.96,239.6
2015-11-04,1,6.65,59.68,33.63,158.2,61.89,18.03,158.2
2015-12-04,1,1.16,49.29,44.81,127.82,61.07,17.0,127.82
2015-04-13,1,1.17,44.15,50.89,105.83,59.23,15.71,105.83
2015-04-14,1,33.12,97.01,19.34,202.3,133.39,14.72,202.3
2015-04-15,1,17.81,56.35,29.99,130.22,68.27,15.6,130.22
2015-04-16,1,1.76,39.01,49.78,136.6,53.7,21.88,136.6
2015-04-17,1,2.0,60.77,61.18,259.84,181.28,23.17,259.84
2015-04-18,1,4.18,62.04,70.21,279.45,119.55,20.29,279.45
2015-04-19,1,4.18,68.84,57.15,413.32,140.02,16.71,413.32
2015-04-20,1,1.79,47.37,60.33,384.88,114.15,23.86,384.88
2015-04-21,1,1.89,59.64,74.96,286.09,97.56,28.28,286.09
2015-04-22,1,1.84,70.97,91.78,246.42,108.46,28.93,246.42
2015-04-23,1,10.84,100.26,80.37,314.33,150.3,28.45,314.33
2015-04-24,1,8.12,86.8,59.77,376.35,112.57,26.76,376.35
2015-04-25,1,6.29,24.79,100.48,271.91,65.99,27.77,271.91
2015-04-26,1,2.43,32.15,63.3,205.79,63.65,19.83,205.79
2015-04-27,1,1.02,30.15,87.85,178.74,72.44,18.77,178.74
2015-04-28,1,1.05,40.61,77.05,141.18,58.29,18.35,141.18
2015-04-29,1,1.02,77.88,95.69,171.69,63.9,20.5,171.69
2015-04-30,1,0.96,63.85,106.41,170.99,56.85,22.58,170.99
2015-01-05,1,1.54,106.08,93.41,152.48,63.47,31.77,152.48
2015-02-05,1,1.78,133.68,112.53,245.64,140.69,30.21,245.64
2015-03-05,1,1.31,126.67,98.71,224.45,105.74,28.61,224.45
2015-04-05,1,2.03,149.45,110.16,299.5,137.1,35.0,299.5
2015-05-05,1,9.83,140.94,78.43,390.41,152.31,36.14,390.41
2015-06-05,1,1.31,91.29,78.21,325.92,116.68,38.31,325.92
2015-07-05,1,1.14,64.84,69.26,307.11,93.28,45.8,307.11
2015-08-05,1,5.36,74.5,49.07,301.89,108.71,32.45,301.89
2015-09-05,1,10.1,26.79,94.58,252.28,104.08,32.98,252.28
2015-10-05,1,3.0,35.69,98.65,390.55,124.23,49.17,390.55
2015-11-05,1,3.31,94.26,41.91,416.24,141.02,9.74,416.24
2015-05-14,1,6.06,56.0,24.48,262.25,130.58,4.8,262.25
2015-05-15,1,1.78,80.98,73.08,148.44,88.09,11.18,148.44
2015-05-16,1,10.25,84.2,60.45,202.64,107.01,12.06,202.64
2015-05-17,1,1.66,33.53,89.3,164.25,65.51,11.26,164.25
2015-05-18,1,2.58,77.05,41.05,278.38,111.27,10.82,278.38
2015-05-19,1,1.78,44.9,50.28,127.18,60.35,10.2,127.18
2015-05-20,1,2.77,69.51,55.56,259.02,99.78,15.56,259.02
2015-05-21,1,2.16,47.82,66.72,229.2,67.34,12.81,229.2
2015-05-22,1,1.71,64.23,59.7,267.14,61.65,13.66,267.14
2015-05-23,1,1.88,72.74,98.44,222.98,73.78,24.83,222.98
2015-05-24,1,2.81,85.54,45.45,391.25,122.98,13.55,391.25
2015-05-25,1,1.09,59.11,52.25,383.01,119.27,14.35,383.01
2015-05-26,1,0.97,83.2,126.93,257.17,85.33,22.68,257.17
2015-05-27,1,0.91,78.97,57.91,615.14,210.11,18.01,615.14
2015-05-28,1,8.65,88.13,57.91,388.12,121.14,13.06,388.12
2015-05-29,1,2.68,69.45,63.4,244.78,103.28,16.33,244.78
2015-05-30,1,1.03,65.31,53.19,428.65,103.11,14.88,428.65
2015-05-31,1,1.02,47.22,75.64,233.9,56.17,13.38,233.9
2015-01-06,1,14.96,87.18,54.95,99.16,60.79,12.07,99.16
2015-02-06,1,7.14,88.75,28.05,140.1,89.94,10.4,140.1
2015-03-06,1,6.41,59.24,57.89,160.5,87.05,10.71,160.5
2015-04-06,1,32.24,145.03,25.17,213.6,150.06,6.07,213.6
2015-05-06,1,1.33,19.28,90.37,95.0,31.92,7.94,95.0
2015-06-06,1,2.74,102.03,19.33,227.26,123.95,8.34,227.26
2015-07-06,1,1.47,26.64,100.4,144.84,50.15,16.38,144.84
2015-08-06,1,1.89,46.39,69.35,230.08,57.06,12.43,230.08
2015-09-06,1,1.51,25.04,17.95,222.1,74.14,9.85,222.1
2015-10-06,1,1.43,29.81,10.15,353.86,132.96,7.78,353.86
2015-11-06,1,1.57,30.64,19.08,201.9,96.21,8.59,201.9
2015-12-06,1,1.92,48.85,13.96,194.87,88.86,7.16,194.87
2015-06-13,1,1.82,55.75,12.12,81.86,53.57,5.2,81.86
2015-06-14,1,2.07,64.08,36.27,173.29,105.19,5.46,173.29
2015-06-15,1,3.0,89.93,29.04,244.28,140.55,4.98,244.28
2015-06-16,1,2.08,62.44,41.97,240.33,132.82,5.81,240.33
2015-06-17,1,2.96,108.33,50.45,239.96,123.42,6.92,239.96
2015-06-18,1,2.68,101.05,42.45,254.87,123.28,4.43,254.87
2015-06-19,1,1.93,50.65,29.83,184.09,68.86,5.12,184.09
2015-06-20,1,1.94,59.87,32.08,94.16,46.33,2.44,94.16
2015-06-21,1,1.84,66.61,16.69,108.27,52.41,2.72,108.27
2015-06-22,1,2.09,75.6,18.72,162.71,65.81,3.96,162.71
2015-06-23,1,2.32,74.94,27.58,193.22,114.88,4.36,193.22
2015-06-24,1,1.88,59.13,41.83,74.35,49.36,8.64,74.35
2015-06-25,1,1.8,52.84,23.83,143.57,75.49,4.55,143.57
2015-06-26,1,1.36,41.48,19.14,170.32,74.78,7.43,170.32
2015-06-27,1,1.57,37.16,22.04,173.55,76.99,5.1,173.55
2015-06-28,1,1.91,40.85,33.09,139.33,69.51,10.84,139.33
2015-06-29,1,1.64,40.13,30.55,103.44,47.59,5.38,103.44
2015-06-30,1,1.77,53.05,29.26,121.55,55.95,5.69,121.55
2015-01-07,1,1.59,49.92,30.06,136.24,57.26,6.07,136.24
2015-02-07,1,1.75,35.43,22.5,225.79,83.19,29.72,225.79
2015-03-07,1,1.39,30.37,19.38,265.63,92.24,5.22,265.63
2015-04-07,1,1.57,18.15,16.72,652.38,243.77,5.87,652.38
2015-05-07,1,2.02,51.72,15.96,250.51,95.44,7.5,250.51
2015-06-07,1,1.78,49.95,19.77,77.33,57.37,4.88,77.33
2015-07-07,1,2.22,68.35,17.67,90.04,62.56,4.04,90.04
2015-08-07,1,2.59,68.99,25.11,91.55,62.95,5.23,91.55
2015-09-07,1,2.08,62.04,14.32,76.35,20.29,7.21,76.35
2015-10-07,1,17.17,54.1,17.55,40.65,29.93,4.58,54.1
2015-11-07,1,4.63,35.94,24.48,36.04,27.3,5.5,36.04
2015-12-07,1,1.69,31.81,16.71,47.42,30.26,7.05,47.42
2015-07-13,1,2.27,48.56,16.11,110.21,55.57,6.2,110.21
2015-07-14,1,1.48,33.78,15.65,159.64,58.9,5.75,159.64
2015-07-15,1,1.5,39.75,16.32,227.7,89.55,6.47,227.7
2015-07-16,1,2.57,48.71,30.09,143.57,41.32,17.54,143.57
2015-07-17,1,2.17,34.08,29.2,115.5,72.72,5.39,115.5
2015-07-18,1,1.96,63.72,47.69,112.79,64.94,5.89,112.79
2015-07-20,1,1.33,51.23,20.38,73.6,45.93,4.73,73.6
2015-07-21,1,1.1,40.42,22.44,69.15,42.24,5.13,69.15
2015-07-22,1,2.29,45.51,20.92,76.75,38.23,9.02,76.75
2015-07-23,1,1.1,44.13,23.75,88.12,46.1,5.84,88.12
2015-07-24,1,1.22,49.75,25.01,88.92,43.91,6.85,88.92
2015-07-25,1,0.98,37.79,22.83,67.88,36.41,5.13,67.88
2015-07-26,1,0.76,26.07,22.25,39.2,19.81,6.29,39.2
2015-07-27,1,0.79,33.19,22.27,43.68,17.9,5.04,43.68
2015-07-28,1,0.99,34.36,21.21,50.58,22.84,3.9,50.58
2015-07-29,1,0.92,34.38,20.29,34.98,5.64,5.65,34.98
2015-07-30,1,0.84,37.76,20.25,71.39,34.83,6.04,71.39
2015-07-31,1,0.94,35.4,20.97,93.44,39.07,5.95,93.44
2015-01-08,1,1.08,39.19,23.94,83.18,43.97,5.77,83.18
2015-02-08,1,0.97,38.33,25.53,103.16,46.69,5.46,103.16
2015-03-08,1,1.12,41.54,31.07,94.91,41.42,6.14,94.91
2015-04-08,1,1.19,54.42,29.55,100.05,57.33,5.79,100.05
2015-05-08,1,1.56,64.88,55.74,100.04,65.15,8.07,100.04
2015-06-08,1,1.23,41.26,21.84,98.83,54.59,5.97,98.83
2015-07-08,1,1.41,57.1,21.24,105.9,40.47,6.17,105.9
2015-09-08,1,1.61,50.85,48.74,120.04,95.56,8.69,120.04
2015-10-08,1,1.85,67.48,23.33,114.97,86.17,7.7,114.97
2015-11-08,1,1.16,39.09,23.94,69.69,48.36,6.67,69.69
2015-12-08,1,2.23,57.43,30.09,119.47,76.68,13.49,119.47
2015-08-13,1,1.17,57.11,34.15,114.11,66.25,8.77,114.11
2015-08-14,1,0.99,54.79,37.75,81.73,55.03,12.96,81.73
2015-08-15,1,0.99,48.97,28.46,66.04,45.61,11.05,66.04
2015-08-16,1,1.14,55.89,29.76,84.07,62.38,10.27,84.07
2015-08-17,1,1.19,58.31,27.36,124.08,72.97,13.19,124.08
2015-08-18,1,0.67,41.38,18.34,56.85,25.03,3.37,56.85
2015-08-19,1,0.49,30.33,26.44,110.79,24.67,5.96,110.79
2015-08-20,1,0.66,40.09,19.77,163.52,38.27,8.01,163.52
2015-08-21,1,0.99,44.31,19.25,188.41,47.96,9.3,188.41
2015-08-22,1,1.05,41.57,24.46,130.36,56.7,10.77,130.36
2015-08-23,1,0.85,44.57,17.67,86.63,39.45,9.25,86.63
2015-08-24,1,0.94,36.69,18.58,137.7,53.24,7.77,137.7
2015-08-25,1,1.1,47.56,38.93,142.62,59.49,6.65,142.62
2015-08-26,1,1.28,49.69,20.41,162.78,55.08,8.24,162.78
2015-08-27,1,1.39,62.07,31.07,181.57,82.26,9.62,181.57
2015-08-28,1,1.04,60.13,30.87,141.66,56.55,9.69,141.66
2015-08-29,1,1.07,49.15,20.15,132.75,54.15,7.0,132.75
2015-08-30,1,0.81,38.54,19.84,160.87,46.34,9.56,160.87
2015-08-31,1,0.73,39.69,16.41,258.34,67.49,7.91,258.34
2015-01-09,1,0.74,41.13,31.03,332.19,104.38,9.47,332.19
2015-02-09,1,0.66,48.74,37.47,308.28,103.35,8.71,308.28
2015-03-09,1,1.47,57.56,55.64,246.96,88.08,9.47,246.96
2015-04-09,1,1.7,73.32,47.04,215.27,78.15,12.2,215.27
2015-06-09,1,0.68,27.77,86.49,204.04,39.96,8.86,204.04
2015-07-09,1,1.18,69.83,62.77,209.3,51.02,7.11,209.3
2015-08-09,1,0.83,48.86,102.04,190.89,41.27,7.49,190.89
2015-09-09,1,1.02,71.23,67.67,170.56,47.5,8.31,170.56
2015-10-09,1,1.08,77.86,79.01,155.78,56.79,9.71,155.78
2015-11-09,1,1.4,91.58,82.78,164.92,76.65,8.89,164.92
2015-12-09,1,1.63,77.33,85.13,259.12,92.33,8.53,259.12
2015-09-13,1,2.26,110.84,98.3,263.36,122.17,7.42,263.36
2015-09-14,1,1.86,105.19,101.78,208.37,108.5,7.05,208.37
2015-09-15,1,1.49,68.85,59.38,203.87,100.8,8.42,203.87
2015-09-16,1,1.44,83.16,62.67,258.72,117.67,8.31,258.72
2015-09-17,1,1.39,75.02,28.79,153.19,69.31,9.63,153.19
2015-09-18,1,1.12,57.58,42.92,107.55,68.85,7.82,107.55
2015-09-19,1,1.12,53.16,53.63,119.01,65.19,6.03,119.01
2015-09-20,1,0.78,39.21,37.01,65.69,33.24,7.68,65.69
2015-09-21,1,0.75,35.06,29.8,70.7,31.59,12.42,70.7
2015-09-22,1,0.55,31.17,36.37,48.1,24.32,11.62,48.1
2015-09-23,1,1.05,47.27,42.97,112.14,43.14,10.46,112.14
2015-09-24,1,1.58,61.47,44.99,190.64,69.68,10.59,190.64
2015-09-25,1,2.37,57.16,40.18,198.92,79.21,12.21,198.92
2015-09-26,1,3.03,47.06,63.4,242.37,104.1,12.65,242.37
2015-09-27,1,1.5,42.7,52.87,159.52,65.25,9.78,159.52
2015-09-28,1,1.65,74.31,52.54,155.66,64.31,8.94,155.66
2015-09-29,1,1.23,74.36,75.21,134.65,51.1,11.84,134.65
2015-09-30,1,1.31,94.37,94.45,161.31,67.95,12.2,161.31
2015-01-10,1,2.38,104.01,85.73,199.24,90.56,11.84,199.24
2015-02-10,1,1.83,106.36,85.4,198.38,75.32,14.71,198.38
2015-03-10,1,3.57,146.16,74.9,260.65,122.28,14.23,260.65
2015-04-10,1,3.96,131.51,97.17,311.59,129.46,18.94,311.59
2015-05-10,1,4.02,126.75,48.54,321.35,134.13,15.89,321.35
2015-06-10,1,2.84,122.66,29.42,275.35,145.04,12.68,275.35
2015-07-10,1,1.37,79.87,123.81,229.11,92.56,10.7,229.11
2015-08-10,1,2.61,105.22,62.09,286.16,106.16,14.85,286.16
2015-09-10,1,3.11,89.35,48.98,298.01,103.42,11.61,298.01
2015-10-10,1,3.07,75.76,44.35,290.08,107.62,13.53,290.08
2015-11-10,1,2.75,74.25,40.11,268.56,102.75,13.92,268.56
2015-12-10,1,2.55,76.19,39.07,243.42,108.52,13.47,243.42
2015-10-13,1,1.46,64.24,48.27,192.51,85.01,9.25,192.51
2015-10-14,1,1.46,82.67,67.89,190.27,91.95,11.89,190.27
2015-10-15,1,3.26,109.96,82.93,264.98,137.27,12.89,264.98
2015-10-16,1,3.09,177.28,15.95,229.98,126.53,15.03,229.98
2015-10-18,1,3.49,114.34,85.06,312.2,178.16,12.93,312.2
2015-10-19,1,4.28,124.89,76.04,339.38,181.81,16.93,339.38
2015-10-20,1,2.89,118.05,95.3,344.89,186.29,15.57,344.89
2015-10-22,1,2.67,100.01,77.06,213.47,156.97,25.11,213.47
2015-10-23,1,3.99,122.8,85.87,337.77,166.23,26.76,337.77
2015-10-24,1,4.88,117.49,76.81,365.22,182.11,22.28,365.22
2015-10-25,1,1.33,78.56,88.68,217.62,89.01,21.58,217.62
2015-10-26,1,3.56,107.05,68.18,280.54,131.84,19.67,280.54
2015-10-27,1,4.12,90.11,34.68,267.09,114.37,20.3,267.09
2015-10-28,1,4.3,84.81,62.99,170.26,62.74,29.04,170.26
2015-10-29,1,4.3,91.18,28.79,236.53,118.54,27.65,236.53
2015-10-31,1,2.13,109.15,154.74,289.64,174.8,102.17,289.64
2015-01-11,1,4.87,94.81,83.56,423.05,100.01,62.93,423.05
2015-02-11,1,5.71,110.75,62.08,418.54,238.56,48.78,418.54
2015-03-11,1,5.32,91.2,72.24,460.31,275.8,53.36,460.31
2015-04-11,1,3.71,93.17,41.23,306.89,169.15,29.25,306.89
2015-05-11,1,1.71,65.52,62.6,194.58,90.4,28.86,194.58
2015-06-11,1,3.64,139.85,50.18,519.83,336.35,36.59,519.83
2015-07-11,1,4.54,139.68,35.2,393.35,250.47,30.26,393.35
2015-08-11,1,1.71,89.27,92.13,307.73,176.26,61.19,307.73
2015-09-11,1,6.33,89.26,81.74,447.71,266.22,61.6,447.71
2015-10-11,1,3.3,101.91,55.48,490.52,320.87,37.53,490.52
2015-11-11,1,1.95,76.85,89.52,555.24,362.94,59.12,555.24
2015-12-11,1,2.68,103.15,66.45,475.25,338.91,31.83,475.25
2015-11-13,1,2.45,100.11,52.43,391.83,260.85,28.9,391.83
2015-11-14,1,2.45,102.18,79.21,337.05,206.34,29.43,337.05
2015-11-15,1,5.25,103.04,16.74,479.74,243.06,46.29,479.74
2015-11-16,1,12.12,128.78,5.4,235.5,74.33,39.81,235.5
2015-11-17,1,4.81,76.84,46.34,405.99,202.27,38.51,405.99
2015-11-18,1,5.34,107.55,36.85,469.96,274.01,40.49,469.96
2015-11-19,1,5.29,113.89,33.86,573.14,310.32,43.64,573.14
2015-11-20,1,5.04,95.3,47.73,513.73,296.28,38.02,513.73
2015-11-21,1,4.75,94.76,46.4,460.74,270.2,41.03,460.74
2015-11-22,1,5.22,105.47,39.52,593.71,293.4,47.27,593.71
2015-11-23,1,5.62,106.54,39.03,599.42,308.3,51.71,599.42
2015-11-24,1,2.35,91.71,39.03,355.92,181.73,29.93,355.92
2015-11-25,1,2.4,84.75,51.02,359.87,208.51,44.67,359.87
2015-11-26,1,2.86,94.35,42.36,483.25,196.8,29.46,483.25
2015-11-27,1,2.24,60.58,33.84,343.5,208.14,23.74,343.5
2015-11-28,1,2.42,112.69,32.96,401.58,221.94,48.71,401.58
2015-11-29,1,5.88,88.32,41.17,534.28,325.51,46.67,534.28
2015-11-30,1,3.04,82.54,59.42,385.96,219.39,24.45,385.96
2015-01-12,1,2.45,85.33,14.8,386.75,204.54,49.67,386.75
2015-02-12,1,2.92,74.65,16.84,476.37,230.35,32.57,476.37
2015-03-12,1,1.69,79.47,19.98,468.24,187.9,23.28,468.24
2015-04-12,1,6.02,65.95,23.02,502.47,576.29,54.92,576.29
2015-05-12,1,6.23,67.73,25.24,508.22,123.03,48.86,508.22
2015-06-12,1,4.37,54.32,26.09,460.6,231.81,37.3,460.6
2015-07-12,1,5.33,58.78,21.57,508.35,209.06,39.49,508.35
2015-08-12,1,5.76,67.41,21.82,479.61,212.17,35.84,479.61
2015-09-12,1,2.57,76.46,24.66,359.39,221.49,26.91,359.39
2015-10-12,1,3.41,87.7,14.36,481.26,235.01,33.86,481.26
2015-11-12,1,2.58,73.23,13.2,399.77,152.95,35.25,399.77
2015-12-12,1,1.66,77.25,19.29,261.26,21.61,31.99,261.26
2015-12-21,1,2.0,102.54,63.0,390.17,198.19,57.58,390.17
2015-12-22,1,6.02,93.24,58.86,731.04,444.83,47.23,731.04
2015-12-23,1,1.74,100.62,74.95,401.72,216.4,28.13,401.72
2015-12-24,1,2.02,77.2,68.3,299.25,186.72,28.87,299.25
2015-12-25,1,2.02,85.13,75.14,328.63,196.68,41.23,328.63
2015-12-26,1,2.72,88.36,68.95,414.22,277.38,38.74,414.22
2015-12-27,1,1.37,82.06,88.58,328.74,186.64,31.62,328.74
2015-12-28,1,1.45,89.88,71.52,379.92,208.17,36.88,379.92
2015-12-29,1,2.13,96.18,53.69,340.23,221.12,35.1,340.23
2015-12-30,1,4.55,81.63,51.37,425.16,297.43,40.04,425.16
2015-12-31,1,4.4,115.15,46.44,502.29,346.66,42.4,502.29
2016-01-01,1,3.03,80.66,53.93,514.56,355.89,50.1,514.56
2016-02-01,1,2.57,94.62,60.68,469.17,349.36,34.22,469.17
2016-03-01,1,5.89,96.71,17.02,596.1,418.56,68.02,596.1
2016-04-01,1,4.56,112.14,43.08,566.3,367.67,45.34,566.3
2016-05-01,1,7.89,125.64,16.63,587.29,357.45,54.1,587.29
2016-06-01,1,7.15,91.13,43.75,540.48,371.29,39.43,540.48
2016-07-01,1,5.91,75.97,37.43,624.98,360.81,36.79,624.98
2016-08-01,1,1.78,74.18,33.98,352.83,221.03,30.96,352.83
2016-09-01,1,2.06,83.99,57.44,257.04,150.53,28.16,257.04
2016-10-01,1,5.37,58.25,77.95,447.78,254.08,46.77,447.78
2016-11-01,1,4.77,68.3,70.3,440.11,199.68,48.53,440.11
2016-12-01,1,2.7,86.53,67.53,384.33,212.51,25.9,384.33
2016-01-13,1,1.67,76.16,47.27,386.51,252.55,20.45,386.51
2016-01-14,1,1.63,67.07,26.34,312.59,180.83,19.96,312.59
2016-01-15,1,0.91,51.88,58.83,245.24,128.97,17.73,245.24
2016-01-16,1,1.1,74.02,50.18,233.78,153.85,28.16,233.78
2016-01-17,1,3.04,83.42,53.0,449.71,260.81,30.64,449.71
2016-01-18,1,2.39,93.26,27.53,437.45,242.62,24.69,437.45
2016-01-19,1,1.64,81.89,72.1,427.12,252.32,30.53,427.12
2016-01-20,1,1.82,78.8,80.84,393.59,175.83,24.2,393.59
2016-01-21,1,3.37,89.99,79.01,448.5,281.94,34.83,448.5
2016-01-22,1,3.16,87.64,94.46,527.53,268.62,27.03,527.53
2016-01-23,1,3.48,100.93,75.41,464.36,287.03,33.26,464.36
2016-01-24,1,1.64,85.41,57.34,344.77,213.45,29.12,344.77
2016-01-25,1,2.65,101.79,55.09,496.24,293.45,26.88,496.24
2016-01-26,1,2.93,87.27,67.39,388.86,244.82,24.54,388.86
2016-01-27,1,4.74,93.3,34.62,486.04,178.4,52.42,486.04
2016-01-28,1,4.04,110.44,47.28,469.74,142.26,38.04,469.74
2016-01-29,1,3.9,123.01,48.64,489.21,238.18,45.14,489.21
2016-01-30,1,6.81,111.57,43.92,574.3,177.8,39.84,574.3
2016-01-31,1,1.35,84.08,48.16,270.02,146.03,25.47,270.02
2016-01-02,1,1.47,92.86,59.33,329.88,142.82,25.91,329.88
2016-02-02,1,1.86,92.55,63.4,419.54,158.65,45.96,419.54
2016-03-02,1,1.32,95.29,62.17,302.23,117.14,34.53,302.23
2016-04-02,1,2.77,99.37,74.21,459.88,159.0,61.51,459.88
2016-05-02,1,4.55,85.88,67.39,421.77,70.33,49.45,421.77
2016-06-02,1,2.11,109.35,38.61,307.16,186.04,28.29,307.16
2016-07-02,1,1.57,72.0,48.88,205.79,121.52,28.44,205.79
2016-08-02,1,1.92,80.27,59.99,308.69,178.21,30.79,308.69
2016-09-02,1,2.76,93.01,77.86,403.32,205.29,40.34,403.32
2016-10-02,1,2.72,76.75,74.93,339.73,132.1,27.82,339.73
2016-11-02,1,2.73,99.01,49.22,419.26,127.71,39.52,419.26
2016-12-02,1,1.77,94.84,33.39,379.1,141.17,30.75,379.1
2016-02-13,1,1.28,63.37,62.42,197.13,99.82,27.66,197.13
2016-02-14,1,1.69,84.15,64.22,287.35,109.84,30.52,287.35
2016-02-15,1,1.62,90.78,68.38,295.82,117.59,39.45,295.82
2016-02-16,1,1.62,106.48,57.79,290.3,115.21,41.08,290.3
2016-02-17,1,1.85,100.71,26.6,287.83,144.31,40.93,287.83
2016-02-18,1,1.94,77.46,31.18,327.16,175.6,44.15,327.16
2016-02-19,1,2.94,65.57,22.83,292.24,139.6,33.66,292.24
2016-02-20,1,0.88,30.73,60.93,137.54,59.26,17.89,137.54
2016-02-21,1,0.88,44.93,93.75,151.99,66.93,28.19,151.99
2016-02-22,1,1.08,76.62,80.42,226.48,72.61,60.87,226.48
2016-02-23,1,3.65,128.7,43.29,386.67,94.61,95.35,386.67
2016-02-24,1,3.34,127.19,54.59,337.58,63.47,29.71,337.58
2016-02-25,1,1.62,69.04,79.27,264.62,102.85,21.47,264.62
2016-02-26,1,3.85,116.24,75.37,431.01,24.68,41.44,431.01
2016-02-27,1,3.5,95.78,68.2,228.12,45.47,37.93,228.12
2016-02-29,1,4.19,103.84,82.02,276.4,197.8,3.72,276.4
2016-02-03,1,3.67,113.32,81.24,297.94,49.47,10.12,297.94
2016-03-03,1,2.05,88.78,74.49,284.16,124.49,10.16,284.16
2016-06-03,1,1.33,65.78,64.24,192.73,77.75,27.56,192.73
2016-07-03,1,1.18,52.7,83.4,161.92,90.51,79.48,161.92
2016-08-03,1,1.62,69.13,78.03,175.0,90.49,101.27,175.0
2016-03-13,1,0.62,48.78,127.64,71.89,39.74,44.25,127.64
2016-03-14,1,2.92,74.91,64.62,196.02,97.31,74.56,196.02
2016-03-15,1,0.77,33.63,158.46,110.67,56.72,108.56,158.46
2016-03-16,1,1.11,69.08,71.89,146.58,43.3,38.49,146.58
2016-03-17,1,1.21,77.61,64.35,173.69,74.33,98.09,173.69
2016-03-18,1,3.54,103.34,59.96,307.85,131.03,27.18,307.85
2016-03-19,1,2.44,65.0,74.5,208.41,112.59,29.95,208.41
2016-03-20,1,1.49,63.01,73.97,152.24,64.67,26.82,152.24
2016-03-21,1,1.5,29.24,123.41,135.53,35.55,21.87,135.53
2016-03-22,1,1.5,46.55,112.58,126.83,55.12,32.09,126.83
2016-03-23,1,1.32,76.1,86.3,326.23,190.7,32.37,326.23
2016-03-24,1,2.63,91.98,87.14,282.63,142.86,35.02,282.63
2016-03-25,1,1.87,75.58,34.86,193.59,90.36,30.65,193.59
2016-03-26,1,0.79,42.11,88.34,149.33,57.35,26.72,149.33
2016-03-27,1,1.11,69.89,88.5,101.83,79.78,45.0,101.83
2016-03-28,1,1.01,69.25,98.34,175.9,85.82,45.97,175.9
2016-03-30,1,3.55,103.19,60.1,309.02,142.02,37.78,309.02
2016-09-04,1,1.02,69.79,96.6,182.57,77.42,44.58,182.57
2016-10-04,1,1.1,62.88,73.99,283.36,93.92,30.22,283.36
2016-11-04,1,0.57,36.92,118.57,233.15,74.3,29.67,233.15
2016-12-04,1,0.75,48.14,111.83,311.31,96.72,39.26,311.31
2016-04-13,1,1.87,72.2,80.91,310.79,124.51,55.57,310.79
2016-04-14,1,1.7,81.6,82.56,321.18,139.88,56.1,321.18
2016-04-15,1,5.43,135.09,26.51,367.77,133.06,51.91,367.77
2016-04-16,1,0.34,20.7,120.04,321.13,102.0,22.92,321.13
2016-04-17,1,0.87,55.88,66.82,275.15,100.11,33.06,275.15
2016-04-18,1,2.72,93.65,74.49,380.72,163.21,52.57,380.72
2016-04-19,1,1.82,67.15,80.24,355.68,134.69,49.61,355.68
2016-04-20,1,0.75,47.06,117.38,377.63,119.95,35.47,377.63
2016-04-21,1,1.19,78.86,92.77,316.19,134.81,46.24,316.19
2016-04-22,1,0.87,60.5,110.69,232.79,113.71,37.03,232.79
2016-04-23,1,2.9,97.26,136.51,342.9,181.01,56.25,342.9
2016-04-24,1,1.92,86.34,147.13,276.22,124.87,45.51,276.22
2016-04-25,1,3.6,129.58,132.71,326.85,154.94,44.43,326.85
2016-04-26,1,4.38,141.62,125.08,416.72,209.57,38.66,416.72
2016-04-27,1,3.24,108.75,130.42,562.78,261.08,60.77,562.78
2016-04-28,1,3.1,104.63,135.34,414.47,211.27,58.78,414.47
2016-04-29,1,4.61,178.68,61.55,350.89,155.85,45.8,350.89
2016-02-05,1,1.11,88.28,140.38,341.56,117.65,39.8,341.56
2016-03-05,1,1.31,95.64,52.24,415.38,166.56,43.1,415.38
2016-04-05,1,1.21,74.46,57.01,197.68,83.44,34.96,197.68
2016-05-05,1,0.65,53.5,90.75,118.56,51.99,30.47,118.56
2016-06-05,1,1.27,77.64,109.29,170.67,83.2,28.0,170.67
2016-07-05,1,1.58,97.5,97.43,235.88,111.54,39.61,235.88
2016-08-05,1,1.13,63.39,74.23,190.78,93.15,32.72,190.78
2016-09-05,1,1.05,65.36,80.26,174.03,86.52,36.62,174.03
2016-10-05,1,1.03,69.32,111.33,116.88,60.7,29.44,116.88
2016-11-05,1,1.15,62.6,73.72,147.83,78.74,21.54,147.83
2016-12-05,1,1.43,96.66,79.71,186.33,86.88,26.38,186.33
2016-05-13,1,1.24,77.32,107.39,224.2,93.75,26.98,224.2
2016-05-14,1,3.35,140.14,128.07,334.79,144.34,49.07,334.79
2016-05-15,1,2.06,98.11,83.48,274.03,122.33,36.07,274.03
2016-05-16,1,1.26,81.33,88.9,241.58,118.08,54.82,241.58
2016-05-17,1,1.76,113.45,73.46,257.96,126.12,53.83,257.96
2016-05-18,1,2.4,103.83,64.11,307.99,175.53,60.13,307.99
2016-05-19,1,32.19,58.17,45.44,212.16,63.82,24.47,212.16
2016-05-20,1,1.5,64.61,20.25,329.77,115.68,19.27,329.77
2016-05-21,1,1.0,44.1,47.22,209.17,84.78,20.29,209.17
2016-05-22,1,1.06,75.99,57.06,279.04,119.29,30.32,279.04
